Date,TSLA.US,GM.US
2018/9/13,19.2973,31.9897
2018/9/14,19.68,32.3441
2018/9/17,19.656,32.7085
2018/9/18,18.9973,32.7831
2018/9/19,19.9347,33.3724
2018/9/20,19.8887,33.698
2018/9/21,19.94,32.9891
2018/9/24,19.9787,32.4555
2018/9/25,20.066,31.3356
2018/9/26,20.6387,31.5038
2018/9/27,20.5013,31.4491
2018/9/28,17.6513,31.4491
2018/10/1,20.7133,31.9439
2018/10/2,20.068,31.1026
2018/10/3,19.6533,31.7557
2018/10/4,18.7887,31.9897
2018/10/5,17.4633,31.8672
2018/10/8,16.704,31.9897
2018/10/9,17.52,30.4934
2018/10/10,17.1253,30.4486
2018/10/11,16.8153,30.1778
2018/10/12,17.252,29.6921
2018/10/15,17.306,30.0007
2018/10/16,18.4393,30.2057
2018/10/17,18.1187,29.8225
2018/10/18,17.594,29.029
2018/10/19,17.3333,29.1405
2018/10/22,17.3967,29.2709
2018/10/23,19.6093,30.0007
2018/10/24,19.2333,28.5442
2018/10/25,20.9907,29.8891
2018/10/26,22.06,30.4934
2018/10/29,22.3233,30.9434
2018/10/30,21.9933,31.3266
2018/10/31,22.488,34.1738
2018/11/1,22.952,34.0633
2018/11/2,23.094,33.6532
2018/11/5,22.76,33.8572
2018/11/6,22.7373,34.0544
2018/11/7,23.2107,34.4456
2018/11/8,23.4267,34.1548
2018/11/9,23.3673,33.3435
2018/11/12,22.0853,33.3346
2018/11/13,22.582,33.5596
2018/11/14,22.9333,32.9045
2018/11/15,23.2293,33.2042
2018/11/16,23.6207,33.3913
2018/11/19,23.5647,33.3246
2018/11/20,23.166,32.7731
2018/11/21,22.546,33.2042
2018/11/23,21.722,33.5596
2018/11/26,23.0667,35.1643
2018/11/27,22.928,34.2684
2018/11/28,23.1913,34.5122
2018/11/29,22.7447,34.334
2018/11/30,23.3653,35.4451
2018/12/3,23.8993,35.9129
2018/12/4,23.98,34.11
2018/12/6,24.204,33.693
2018/12/7,23.8643,32.7413
2018/12/10,24.3433,32.4875
2018/12/11,24.4507,32.7413
2018/12/12,24.44,33.675
2018/12/13,25.1193,33.1375
2018/12/14,24.3807,33.1285
2018/12/17,23.228,32.7124
2018/12/18,22.4687,32.9393
2018/12/19,22.198,32.9673
2018/12/20,21.0253,32.3441
2018/12/21,21.318,31.1276
2018/12/24,19.6927,30.5522
2018/12/26,21.7393,31.6372
2018/12/27,21.0753,32.0504
2018/12/28,22.258,32.0155
2018/12/31,22.1867,31.5706
2019/1/2,20.6747,31.7507
2019/1/3,20.024,30.4377
2019/1/4,21.1793,31.458
2019/1/7,22.3307,32.4297
2019/1/8,22.3567,32.8547
2019/1/9,22.5687,33.2042
2019/1/10,22.998,32.7781
2019/1/11,23.1507,35.0917
2019/1/14,22.2933,35.5437
2019/1/15,22.962,35.4401
2019/1/16,23.07,35.5535
2019/1/17,23.154,36.1101
2019/1/18,20.1507,36.4406
2019/1/22,19.928,36.0065
2019/1/23,19.1727,35.5535
2019/1/24,19.434,36.0165
2019/1/25,19.8027,36.4685
2019/1/28,19.7587,36.2992
2019/1/29,19.8307,36.3082
2019/1/30,20.5847,36.8946
2019/1/31,20.468,36.8278
2019/2/1,20.814,36.6009
2019/2/4,20.8593,36.7422
2019/2/5,21.4233,37.0906
2019/2/6,21.148,37.667
2019/2/7,20.5007,36.4784
2019/2/8,20.3867,36.5262
2019/2/11,20.856,36.4585
2019/2/12,20.7873,36.8368
2019/2/13,20.5447,36.8089
2019/2/14,20.2513,36.7054
2019/2/15,20.5253,36.8946
2019/2/19,20.376,37.3096
2019/2/20,20.1707,37.7058
2019/2/21,19.4153,37.3942
2019/2/22,19.6473,37.7427
2019/2/25,19.918,37.886
2019/2/26,19.8573,37.8572
2019/2/27,20.9827,37.7526
2019/2/28,21.3253,37.2628
2019/3/1,19.6527,37.3096
2019/3/4,19.024,37.0448
2019/3/5,18.436,37.0748
2019/3/6,18.416,36.4983
2019/3/7,18.4393,36.2594
2019/3/8,18.9427,36.2106
2019/3/11,19.3947,36.8119
2019/3/12,18.8907,36.8119
2019/3/13,19.264,36.9851
2019/3/14,19.3307,36.2505
2019/3/15,18.362,36.2873
2019/3/18,17.966,36.2017
2019/3/19,17.8313,36.4784
2019/3/20,18.24,35.2679
2019/3/21,18.268,35.6023
2019/3/22,17.6353,34.7343
2019/3/25,17.3613,35.0299
2019/3/26,17.8513,35.1434
2019/3/27,18.322,34.8956
2019/3/28,18.5747,35.3256
2019/3/29,18.6573,35.3635
2019/4/1,19.2787,35.9926
2019/4/2,19.0587,36.0394
2019/4/3,19.454,36.5939
2019/4/4,17.852,36.9752
2019/4/5,18.3307,37.1166
2019/4/8,18.2133,37.232
2019/4/9,18.154,37.0408
2019/4/10,18.404,37.4132
2019/4/11,17.8947,37.4888
2019/4/12,17.8467,37.8512
2019/4/15,17.7587,37.7178
2019/4/16,18.224,37.8034
2019/4/17,18.082,38.118
2019/4/18,18.2173,38.4137
2019/4/22,17.5167,37.6511
2019/4/23,17.5933,37.9657
2019/4/24,17.244,37.8602
2019/4/25,16.5047,37.2778
2019/4/26,15.676,37.8224
2019/4/29,16.098,38.1379
2019/4/30,15.9127,37.1264
2019/5/1,15.6007,36.9354
2019/5/2,16.2733,36.4585
2019/5/3,17.002,36.9851
2019/5/6,17.0227,36.3072
2019/5/7,16.4707,36.7253
2019/5/8,16.3227,36.4217
2019/5/9,16.132,35.8213
2019/5/10,15.968,36.1151
2019/5/13,15.134,34.8488
2019/5/14,15.4873,35.3057
2019/5/15,15.4633,35.6213
2019/5/16,15.222,35.6293
2019/5/17,14.0687,35.2679
2019/5/20,13.6907,35.24
2019/5/21,13.672,35.3913
2019/5/22,12.8487,33.8851
2019/5/23,13.0327,33.4869
2019/5/24,12.7087,33.477
2019/5/28,12.58,33.2181
2019/5/29,12.6573,33.1614
2019/5/30,12.548,33.1903
2019/5/31,12.344,31.7796
2019/6/3,11.9313,32.1231
2019/6/4,12.9067,34.0574
2019/6/5,13.106,34.1618
2019/6/6,13.73,33.902
2019/6/7,13.6333,34.1908
2019/6/10,14.192,34.6924
2019/6/11,14.4733,34.8756
2019/6/12,13.9507,34.365
2019/6/13,14.2607,34.7014
2019/6/14,14.328,34.355
2019/6/17,15.002,34.8169
2019/6/18,14.9827,35.3565
2019/6/19,15.0953,35.4341
2019/6/20,14.6413,35.6083
2019/6/21,14.7907,35.5685
2019/6/24,14.9093,35.6083
2019/6/25,14.6507,36.3012
2019/6/26,14.618,36.7342
2019/6/27,14.856,36.9174
2019/6/28,14.8973,37.1196
2019/7/1,15.1447,37.3326
2019/7/2,14.97,36.9364
2019/7/3,15.66,36.7631
2019/7/5,15.54,37.0896
2019/7/8,15.356,36.8308
2019/7/9,15.3373,36.6865
2019/7/10,15.928,36.7054
2019/7/11,15.9067,37.023
2019/7/12,16.3387,37.7746
2019/7/15,16.9,37.9189
2019/7/16,16.8253,37.9876
2019/7/17,16.9907,37.7268
2019/7/18,16.9027,37.688
2019/7/19,17.212,38.0354
2019/7/22,17.0453,38.4007
2019/7/23,17.3447,39.2191
2019/7/24,17.6587,39.3833
2019/7/25,15.2547,39.2589
2019/7/26,15.2027,39.2787
2019/7/29,15.718,39.1911
2019/7/30,16.1507,38.9503
2019/7/31,16.1073,38.8637
2019/8/1,15.59,38.6805
2019/8/2,15.6227,38.3241
2019/8/5,15.2213,37.5814
2019/8/6,15.3833,37.6501
2019/8/7,15.5613,37.9488
2019/8/8,15.8867,38.6337
2019/8/9,15.6673,38.1598
2019/8/12,15.2673,37.462
2019/8/13,15.6667,37.5814
2019/8/14,14.6413,35.8283
2019/8/15,14.376,35.1355
2019/8/16,14.6627,35.6451
2019/8/19,15.122,35.9926
2019/8/20,15.0573,35.6083
2019/8/21,14.722,35.7617
2019/8/22,14.81,35.8961
2019/8/23,14.0933,34.7402
2019/8/26,14.3333,34.9234
2019/8/27,14.272,34.576
2019/8/28,14.3727,35.1066
2019/8/29,14.7807,35.5585
2019/8/30,15.0407,35.7317
2019/9/3,15.0007,35.5585
2019/9/4,14.712,36.8408
2019/9/5,15.3053,37.687
2019/9/6,15.1633,37.7358
2019/9/9,15.4527,38.5142
2019/9/10,15.7027,38.5142
2019/9/11,16.4733,38.3967
2019/9/12,16.3913,38.0175
2019/9/13,16.3467,37.8144
2019/9/16,16.1873,36.2077
2019/9/17,16.3193,37.2588
2019/9/18,16.2327,37.1524
2019/9/19,16.44,36.7631
2019/9/20,16.0413,36.3629
2019/9/23,16.082,36.2375
2019/9/24,14.8807,35.7805
2019/9/25,15.2467,36.1101
2019/9/26,16.1707,36.5979
2019/9/27,16.142,36.4127
2019/9/30,16.058,36.4704
2019/10/1,16.3127,35.1375
2019/10/2,16.2087,33.7458
2019/10/3,15.5353,34.0384
2019/10/4,15.4287,33.9698
2019/10/7,15.848,33.8144
2019/10/8,16.0033,32.9673
2019/10/9,16.302,33.2211
2019/10/10,16.316,33.7268
2019/10/11,16.526,34.6118
2019/10/14,17.1307,34.5442
2019/10/15,17.1927,35.2838
2019/10/16,17.3167,35.6631
2019/10/17,17.4647,35.2151
2019/10/18,17.13,35.1962
2019/10/21,16.9,34.9632
2019/10/22,17.0387,35.3326
2019/10/23,16.9787,35.6233
2019/10/24,19.9787,34.8557
2019/10/25,21.8753,35.7507
2019/10/28,21.8473,35.6531
2019/10/29,21.0813,37.1802
2019/10/30,21.0007,36.8896
2019/10/31,20.9947,36.1599
2019/11/1,20.8873,36.9473
2019/11/4,21.1647,37.3564
2019/11/5,21.148,37.2002
2019/11/6,21.772,37.3854
2019/11/7,22.3693,37.453
2019/11/8,22.476,37.6292
2019/11/11,23.006,37.677
2019/11/12,23.3287,37.5506
2019/11/13,23.074,36.1887
2019/11/14,23.29,35.8085
2019/11/15,23.478,35.8961
2019/11/18,23.3327,35.6333
2019/11/19,23.968,35.4003
2019/11/20,23.4813,34.3301
2019/11/21,23.6553,33.7368
2019/11/22,22.2027,34.3788
2019/11/25,22.4227,34.8458
2019/11/26,21.928,34.9433
2019/11/27,22.07,35.1663
2019/11/29,21.996,35.0309
2019/12/2,22.3247,34.9135
2019/12/3,22.4133,34.573
2019/12/4,22.202,34.8358
2019/12/5,22.0247,34.7273
2019/12/6,22.3927,34.9543
2019/12/9,22.6353,34.797
2019/12/10,23.256,34.5312
2019/12/11,23.5133,34.6586
2019/12/12,23.9787,35.5048
2019/12/13,23.8927,35.0618
2019/12/16,25.4333,35.5147
2019/12/17,25.266,35.7109
2019/12/18,26.21,36.6944
2019/12/19,26.936,36.6456
2019/12/20,27.0393,36.6357
2019/12/23,27.948,36.1639
2019/12/24,28.35,35.9767
2019/12/26,28.7293,35.8781
2019/12/27,28.692,35.9567
2019/12/30,27.6467,35.8393
2019/12/31,27.8887,35.9965
2020/1/2,28.684,36.7631
2020/1/3,29.534,35.7209
2020/1/6,30.1027,35.2489
2020/1/7,31.2707,34.57
2020/1/8,32.8093,34.0782
2020/1/9,32.0893,34.5014
2020/1/10,31.8767,34.0782
2020/1/13,34.99,34.4028
2020/1/14,35.86,34.57
2020/1/15,34.5667,34.57
2020/1/16,34.2333,34.9642
2020/1/17,34.0333,35.013
2020/1/21,36.48,34.4128
2020/1/22,37.97,34.334
2020/1/23,38.1467,34.3052
2020/1/24,37.6533,33.7438
2020/1/27,37.2,32.8587
2020/1/28,37.7933,33.0857
2020/1/29,38.7333,33.0459
2020/1/30,42.72,32.7801
2020/1/31,43.37,32.8399
2020/2/3,52,33.1643
2020/2/4,59.1367,33.8035
2020/2/5,48.98,34.4526
2020/2/6,49.93,33.7636
2020/2/7,49.87,33.0757
2020/2/10,51.42,33.685
2020/2/11,51.6267,34.4326
2020/2/12,51.1533,34.9045
2020/2/13,53.6,34.7084
2020/2/14,53.3367,34.1868
2020/2/18,57.2267,33.8423
2020/2/19,61.16,34.344
2020/2/20,59.96,34.7084
2020/2/21,60.0667,34.0782
2020/2/24,55.5867,32.5441
2020/2/25,53.3267,31.2261
2020/2/26,51.92,31.472
2020/2/27,45.2667,30.2037
2020/2/28,44.5333,29.9967
2020/3/2,49.5733,30.9016
2020/3/3,49.7,30.0165
2020/3/4,49.9667,31.01
2020/3/5,48.3033,29.9648
2020/3/6,46.9,28.5611
2020/3/9,40.5333,24.5791
2020/3/10,43.0233,26.9982
2020/3/11,42.2833,25.8832
2020/3/12,37.37,22.9365
2020/3/13,36.44,24.599
2020/3/16,29.6713,20.9057
2020/3/17,28.68,20.2287
2020/3/18,24.0813,16.7245
2020/3/19,28.5093,17.6305
2020/3/20,28.502,18.0585
2020/3/23,28.9527,17.5209
2020/3/24,33.6667,21.0152
2020/3/25,35.95,21.3934
2020/3/26,35.21,22.4587
2020/3/27,34.29,21.284
2020/3/30,33.4767,21.2242
2020/3/31,34.9333,20.6867
2020/4/1,32.104,19.1735
2020/4/2,30.298,18.1083
2020/4/3,32.0007,17.959
2020/4/6,34.4167,19.4622
2020/4/7,36.3633,21.2043
2020/4/8,36.59,23.0261
2020/4/9,38.2,23.9519
2020/4/13,43.3967,22.9067
2020/4/14,47.3267,22.8768
2020/4/15,48.6567,21.5627
2020/4/16,49.68,20.7763
2020/4/17,50.26,22.379
2020/4/20,49.7567,22.2795
2020/4/21,45.78,21.1446
2020/4/22,48.8067,21.2043
2020/4/23,47.0433,21.4234
2020/4/24,48.3433,21.8514
2020/4/27,53.25,22.3492
2020/4/28,51.2733,22.0804
2020/4/29,53.3667,23.6732
2020/4/30,52.1267,22.1899
2020/5/1,46.7533,20.8061
2020/5/4,50.7467,20.6568
2020/5/5,51.2133,21.1645
2020/5/6,52.1733,21.7916
2020/5/7,52.0033,22.3392
2020/5/8,54.6267,23.8225
2020/5/11,54.0867,22.6976
2020/5/12,53.96,22.4587
2020/5/13,52.73,21.3636
2020/5/14,53.5567,22.2098
2020/5/15,53.2767,22.5284
2020/5/18,54.2433,24.6986
2020/5/19,53.8667,24.5791
2020/5/20,54.37,25.3656
2020/5/21,55.1733,25.6841
2020/5/22,54.46,25.8633
2020/5/26,54.59,27.2769
2020/5/27,54.6833,27.6652
2020/5/28,53.72,26.5601
2020/5/29,55.6667,25.7637
2020/6/1,59.8733,26.819
2020/6/2,58.77,27.2869
2020/6/3,58.8633,28.9394
2020/6/4,57.6267,29.029
2020/6/5,59.0433,30.4725
2020/6/8,63.3267,30.5422
2020/6/9,62.71,29.7259
2020/6/10,68.3367,28.6209
2020/6/11,64.8567,26.3809
2020/6/12,62.3533,27.8344
2020/6/15,66.06,27.6452
2020/6/16,65.4767,27.6552
2020/6/17,66.12,27.038
2020/6/18,66.93,26.9683
2020/6/19,66.7267,26.4705
2020/6/22,66.2867,26.2515
2020/6/23,66.7867,26.1321
2020/6/24,64.0567,25.1664
2020/6/25,65.7333,25.1166
2020/6/26,63.9833,24.3501
2020/6/29,67.29,25.1864
2020/6/30,71.9867,25.1864
2020/7/1,74.6433,24.8478
2020/7/2,80.5767,25.1266
2020/7/6,91.44,25.6144
2020/7/7,92.6567,25.0172
2020/7/8,91.06,24.828
2020/7/9,92.9533,23.3149
2020/7/10,102.977,24.2804
2020/7/13,99.8033,24.7484
2020/7/14,101.12,25.5248
2020/7/15,103.067,26.7593
2020/7/16,100.043,26.7294
2020/7/17,100.057,26.3311
2020/7/20,109.533,25.8932
2020/7/21,104.557,26.0325
2020/7/22,106.157,26.1819
2020/7/23,100.87,26.6398
2020/7/24,94.4667,26.1321
2020/7/27,102.64,25.5846
2020/7/28,98.4333,26.2117
2020/7/29,99.94,25.7737
2020/7/30,99.1667,25.0868
2020/7/31,95.3833,24.7782
2020/8/3,99,25.5248
2020/8/4,99.1333,25.6841
2020/8/5,99,26.2117
2020/8/6,99.3067,26.5005
2020/8/7,96.8467,26.5999
2020/8/10,94.57,27.8544
2020/8/11,91.6267,28.3919
2020/8/12,103.65,27.9041
2020/8/13,108.067,27.4262
2020/8/14,110.047,27.7348
2020/8/17,122.377,29.8752
2020/8/18,125.807,29.7059
2020/8/19,125.237,29.0887
2020/8/20,133.457,28.7005
2020/8/21,136.667,28.4317
2020/8/24,134.28,30.1739
2020/8/25,134.89,29.5567
2020/8/26,143.543,29.3475
2020/8/27,149.25,29.5567
2020/8/28,147.56,29.8851
2020/8/31,166.107,29.4969
2020/9/1,158.35,29.6561
2020/9/2,149.123,30.821
2020/9/3,135.667,29.3475
2020/9/4,139.44,29.8653
2020/9/8,110.07,32.2345
2020/9/9,122.093,31.8065
2020/9/10,123.78,30.0345
2020/9/11,124.24,30.3232
2020/9/14,139.873,31.04
2020/9/15,149.92,31.4382
2020/9/16,147.253,31.6472
2020/9/17,141.143,31.7766
2020/9/18,147.383,31.3585
2020/9/21,149.797,29.8653
2020/9/22,141.41,29.3077
2020/9/23,126.787,29.2082
2020/9/24,129.263,28.9793
2020/9/25,135.78,28.8697
2020/9/28,140.4,29.3077
2020/9/29,139.69,28.6109
2020/9/30,143.003,29.4571
2020/10/1,149.387,30.2435
2020/10/2,138.363,30.3232
2020/10/5,141.893,30.821
2020/10/6,137.993,30.2635
2020/10/7,141.767,31.478
2020/10/8,141.973,32.0653
2020/10/9,144.667,32.0155
2020/10/12,147.433,32.0653
2020/10/13,148.883,31.7268
2020/10/14,153.767,31.5278
2020/10/15,149.627,32.4436
2020/10/16,146.557,33.2997
2020/10/19,143.61,33.2002
2020/10/20,140.647,35.4401
2020/10/21,140.88,35.6093
2020/10/22,141.93,37.242
2020/10/23,140.21,36.6646
2020/10/26,140.093,35.6591
2020/10/27,141.56,34.7333
2020/10/28,135.34,33.9368
2020/10/29,136.943,34.7333
2020/10/30,129.347,34.3749
2020/11/2,133.503,34.3948
2020/11/3,141.3,35.1912
2020/11/4,140.327,35.0817
2020/11/5,146.03,36.9732
2020/11/6,143.317,37.3016
2020/11/9,140.42,38.785
2020/11/10,136.787,40.8955
2020/11/11,139.043,40.3778
2020/11/12,137.253,39.1434
2020/11/13,136.167,41.005
2020/11/16,136.03,41.9407
2020/11/17,147.203,41.7915
2020/11/18,162.213,42.5281
2020/11/19,166.423,42.6277
2020/11/20,163.203,42.8467
2020/11/23,173.95,44.5689
2020/11/24,185.127,46.2513
2020/11/25,191.333,45.2558
2020/11/27,195.253,44.8576
2020/11/30,189.2,43.643
2020/12/1,194.92,44.4793
2020/12/2,189.607,44.3798
2020/12/3,197.793,43.892
2020/12/4,199.68,44.2006
2020/12/7,213.92,44.111
2020/12/8,216.627,43.6032
2020/12/9,201.493,44.2304
2020/12/10,209.023,42.6774
2020/12/11,203.33,41.7317
2020/12/14,213.277,41.4331
2020/12/15,211.083,41.4729
2020/12/16,207.59,41.2339
2020/12/17,218.633,41.8413
2020/12/18,231.667,40.8258
2020/12/21,216.62,41.0249
2020/12/22,213.447,40.7163
2020/12/23,215.327,42.2593
2020/12/24,220.59,41.3932
2020/12/28,221.23,41.4729
2020/12/29,221.997,41.3833
2020/12/30,231.593,41.6521
2020/12/31,235.223,41.4529
2021/1/4,243.257,40.328
2021/1/5,245.037,41.4729
2021/1/6,251.993,42.7869
2021/1/7,272.013,43.1254
2021/1/8,293.34,42.8666
2021/1/11,270.397,44.8079
2021/1/12,283.147,47.6052
2021/1/13,284.803,48.5111
2021/1/14,281.667,51.2985
2021/1/15,275.387,49.7456
2021/1/19,281.517,54.5937
2021/1/20,283.483,55.6091
2021/1/21,281.663,54.8326
2021/1/22,282.213,55.1512
2021/1/25,293.6,53.1502
2021/1/26,294.363,51.8063
2021/1/27,288.053,49.1184
2021/1/28,278.477,50.8107
2021/1/29,264.51,50.4524
2021/2/1,279.937,51.2787
2021/2/2,290.93,52.4832
2021/2/3,284.897,54.0063
2021/2/4,283.33,53.8869
2021/2/5,284.077,54.1656
2021/2/8,287.807,56.6245
2021/2/9,283.153,55.8082
2021/2/10,268.273,54.6335
2021/2/11,270.553,53.2597
2021/2/12,272.04,53.3592
2021/2/16,265.407,53.2198
2021/2/17,266.05,52.6524
2021/2/18,262.46,51.9257
2021/2/19,260.433,52.3339
2021/2/22,238.167,51.7465
2021/2/23,232.947,50.8804
2021/2/24,247.34,52.6624
2021/2/25,227.407,50.3727
2021/2/26,225.167,51.0995
2021/3/1,239.477,52.304
2021/3/2,228.813,53.8669
2021/3/3,217.733,52.4334
2021/3/4,207.147,51.5972
2021/3/5,199.317,53.5086
2021/3/8,187.667,54.7331
2021/3/9,224.527,54.4045
2021/3/10,222.687,56.5747
2021/3/11,233.2,56.077
2021/3/12,231.243,58.9938
2021/3/15,235.98,57.6797
2021/3/16,225.627,56.8634
2021/3/17,233.937,59.7803
2021/3/18,217.72,59.0038
2021/3/19,218.29,59.5513
2021/3/22,223.333,57.8391
2021/3/23,220.72,55.9078
2021/3/24,210.09,55.5593
2021/3/25,213.463,56.3458
2021/3/26,206.237,56.2662
2021/3/29,203.763,55.6888
2021/3/30,211.873,58.2472
2021/3/31,222.643,57.2019
2021/4/1,220.583,57.5403
2021/4/5,230.35,60.7659
2021/4/6,230.54,61.6618
2021/4/7,223.657,60.5567
2021/4/8,227.933,59.8201
2021/4/9,225.673,59.8898
2021/4/12,233.993,59.392
2021/4/13,254.107,58.2273
2021/4/14,244.077,58.2173
2021/4/15,246.283,58.3467
2021/4/16,246.593,58.4463
2021/4/19,238.21,57.6201
2021/4/20,239.663,55.5195
2021/4/21,248.04,57.2317
2021/4/22,239.897,56.4055
2021/4/23,243.133,57.2716
2021/4/26,246.067,57.9485
2021/4/27,234.913,58.7051
2021/4/28,231.467,58.287
2021/4/29,225.667,56.3159
2021/4/30,236.48,56.963
2021/5/3,228.3,56.8933
2021/5/4,224.533,55.0914
2021/5/5,223.647,57.3213
2021/5/6,221.18,58.4562
2021/5/7,224.123,58.725
2021/5/10,209.68,57.1521
2021/5/11,205.733,55.4797
2021/5/12,196.63,53.5185
2021/5/13,190.563,54.3547
2021/5/14,196.58,55.7484
2021/5/17,192.277,55.7882
2021/5/18,192.623,55.639
2021/5/19,187.82,55.2806
2021/5/20,195.593,55.2607
2021/5/21,193.627,56.4652
2021/5/24,202.147,56.3458
2021/5/25,201.563,56.505
2021/5/26,206.377,57.8191
2021/5/27,210.283,59.5015
2021/5/28,208.407,59.0436
2021/6/1,207.967,59.382
2021/6/2,201.707,59.382
2021/6/3,190.947,63.1749
2021/6/4,199.683,63.0853
2021/6/7,201.71,62.946
2021/6/8,201.197,63.6329
2021/6/9,199.593,62.488
2021/6/10,203.373,61.0645
2021/6/11,203.297,61.2138
2021/6/14,205.897,60.5169
2021/6/15,199.787,60.5369
2021/6/16,201.623,61.4826
2021/6/17,205.533,59.8101
2021/6/18,207.77,58.4961
2021/6/21,206.943,59.0336
2021/6/22,207.903,58.9739
2021/6/23,218.857,59.85
2021/6/24,226.607,59.7703
2021/6/25,223.957,60.0291
2021/6/28,229.573,58.3766
2021/6/29,226.92,58.5658
2021/6/30,226.567,58.9042
2021/7/1,225.973,58.8445
2021/7/2,226.3,58.6952
2021/7/6,219.86,57.2019
2021/7/7,214.883,56.3358
2021/7/8,217.603,55.8082
2021/7/9,218.983,58.4961
2021/7/12,228.567,58.7051
2021/7/13,222.847,58.4662
2021/7/14,217.793,57.7395
2021/7/15,216.867,56.6942
2021/7/16,214.74,55.2109
2021/7/19,215.407,53.9367
2021/7/20,220.167,55.8978
2021/7/21,218.43,56.7937
2021/7/22,216.42,55.3901
2021/7/23,214.46,54.6933
2021/7/26,219.207,55.5195
2021/7/27,214.927,54.7529
2021/7/28,215.66,55.2408
2021/7/29,225.783,57.0227
2021/7/30,229.067,56.5847
2021/8/2,236.557,56.7738
2021/8/3,236.58,57.6201
2021/8/4,236.973,52.4832
2021/8/5,238.21,54.1955
2021/8/6,233.033,54.8027
2021/8/9,237.92,53.7077
2021/8/10,236.663,54.0163
2021/8/11,235.94,54.0263
2021/8/12,240.75,54.3747
2021/8/13,239.057,53.409
2021/8/16,228.723,52.7122
2021/8/17,221.903,50.2433
2021/8/18,229.663,50.6116
2021/8/19,224.49,48.8595
2021/8/20,226.753,48.5808
2021/8/23,235.433,47.9636
2021/8/24,236.163,49.3474
2021/8/25,237.067,49.4768
2021/8/26,233.72,48.4016
2021/8/27,237.307,49.5763
2021/8/30,243.637,48.9491
2021/8/31,245.24,48.7899
2021/9/1,244.697,48.8894
2021/9/2,244.13,48.7301
2021/9/3,244.523,48.6007
2021/9/7,250.973,48.5011
2021/9/8,251.29,48.7501
2021/9/9,251.62,48.2025
2021/9/10,245.423,49.2677
2021/9/13,247.667,50.5917
2021/9/14,248.163,50.5121
2021/9/15,251.943,51.5873
2021/9/16,252.33,51.2885
2021/9/17,253.163,51.0995
2021/9/20,243.39,49.1482
2021/9/21,246.46,49.1482
2021/9/22,250.647,50.5519
2021/9/23,251.213,51.6868
2021/9/24,258.13,51.9954
2021/9/27,263.787,53.0008
2021/9/28,259.187,52.6126
2021/9/29,260.437,52.6922
2021/9/30,258.493,52.4732
2021/10/1,258.407,52.8914
2021/10/4,260.51,53.7375
2021/10/5,260.197,54.0959
2021/10/6,260.917,53.6878
2021/10/7,264.537,56.1864
2021/10/8,261.83,58.3069
2021/10/11,263.98,57.8291
2021/10/12,268.573,58.6952
2021/10/13,270.36,57.5105
2021/10/14,272.773,57.4309
2021/10/15,281.01,57.7395
2021/10/18,290.037,56.6345
2021/10/19,288.09,56.5946
2021/10/20,288.6,57.4109
2021/10/21,298,58.1476
2021/10/22,303.227,57.5105
2021/10/25,341.62,57.5005
2021/10/26,339.477,57.1123
2021/10/27,345.953,54.0163
2021/10/28,359.013,53.9963
2021/10/29,371.333,54.1855
2021/11/1,402.863,55.2408
2021/11/2,390.667,55.3403
2021/11/3,404.62,55.7484
2021/11/4,409.97,58.3766
2021/11/5,407.363,58.2571
2021/11/8,387.647,59.3323
2021/11/9,341.167,58.3567
2021/11/10,355.983,59.0038
2021/11/11,354.503,61.5423
2021/11/12,344.473,63.1152
2021/11/15,337.797,62.6872
2021/11/16,351.577,62.3288
2021/11/17,363.003,64.3198
2021/11/18,365.46,62.05
2021/11/19,379.02,61.5224
2021/11/22,385.623,63.7723
2021/11/23,369.677,62.7668
2021/11/24,372,61.9106
2021/11/26,360.64,59.8997
2021/11/29,378.997,59.5911
2021/11/30,381.587,57.6101
2021/12/1,365,57.7992
2021/12/2,361.533,60.7459
2021/12/3,338.323,59.4418
2021/12/6,336.337,59.5712
2021/12/7,350.583,61.2536
2021/12/8,356.32,60.5069
2021/12/9,334.6,59.3522
2021/12/10,339.01,62.9261
2021/12/13,322.137,58.8644
2021/12/14,319.503,58.1377
2021/12/15,325.33,58.3467
2021/12/16,308.973,58.1277
2021/12/17,310.857,54.9123
2021/12/20,299.98,53.7973
2021/12/21,312.843,54.5439
2021/12/22,336.29,55.8281
2021/12/23,355.667,56.6544
2021/12/27,364.647,57.1721
2021/12/28,362.823,56.8535
2021/12/29,362.063,56.9729
2021/12/30,356.78,57.8689
2021/12/31,352.26,58.3666
2022/1/3,399.927,60.8953
2022/1/4,383.197,65.4448
2022/1/5,362.707,62.4582
2022/1/6,354.9,62.5876
2022/1/7,342.32,61.9903
2022/1/10,352.707,60.7957
2022/1/11,354.8,61.1839
2022/1/12,368.74,60.7559
2022/1/13,343.853,61.4925
2022/1/14,349.87,60.8255
2022/1/18,343.503,58.5259
2022/1/19,331.883,55.9874
2022/1/20,332.09,54.4045
2022/1/21,314.633,53.0406
2022/1/24,310,52.4036
2022/1/25,306.133,51.6669
2022/1/26,312.47,52.1149
2022/1/27,276.367,51.2189
2022/1/28,282.117,50.0144
2022/1/31,312.24,52.4932
2022/2/1,310.417,53.8271
2022/2/2,301.887,53.2597
2022/2/3,297.047,52.8714
2022/2/4,307.773,51.0597
2022/2/7,302.447,50.4822
2022/2/8,307.333,49.2378
2022/2/9,310.667,50.4922
2022/2/10,301.517,50.1139
